Admin2;Province_State;Country_Region;Last_Update;Lat;Long_;Confirmed;Deaths;Recovered;Active;Combined_Key;Incidence_Rate;Case-Fatality_Ratio;ID
Crisp;Georgia;US;26/07/2020 04:35;31.92289565;-83.76811843;349;14;0;335;Crisp, Georgia, US;1559.985696;4.011461318;
Crittenden;Arkansas;US;26/07/2020 04:35;35.21247318;-90.30839406;1072;16;0;1056;Crittenden, Arkansas, US;2235.429048;1.492537313;
Crittenden;Kentucky;US;26/07/2020 04:35;37.35839237;-88.0882609;23;1;0;22;Crittenden, Kentucky, US;261.1855553;4.347826087;
Crockett;Tennessee;US;26/07/2020 04:35;35.81830662;-89.14916269;141;3;0;138;Crockett, Tennessee, US;990.864371;2.127659574;
Crockett;Texas;US;26/07/2020 04:35;30.72367027;-101.4134238;135;4;0;131;Crockett, Texas, US;3897.228637;2.962962963;
Crook;Oregon;US;26/07/2020 04:35;44.14230227;-120.356297;30;1;0;29;Crook, Oregon, US;122.9306671;3.333333333;
Crook;Wyoming;US;26/07/2020 04:35;44.58855102;-104.5697705;9;0;0;9;Crook, Wyoming, US;118.6708861;0;
Crosby;Texas;US;26/07/2020 04:35;33.61431553;-101.3000364;46;3;0;43;Crosby, Texas, US;801.8127941;6.52173913;
Cross;Arkansas;US;26/07/2020 04:35;35.29631396;-90.77185818;147;1;0;146;Cross, Arkansas, US;895.3042207;0.680272109;
Crow Wing;Minnesota;US;26/07/2020 04:35;46.48096553;-94.06755609;152;12;0;140;Crow Wing, Minnesota, US;233.6484513;7.894736842;
Crowley;Colorado;US;26/07/2020 04:35;38.32608609;-103.7844965;72;1;0;71;Crowley, Colorado, US;1187.922785;1.388888889;
Culberson;Texas;US;26/07/2020 04:35;31.44506775;-104.5185739;14;1;0;13;Culberson, Texas, US;644.8641179;7.142857143;
Culebra;Puerto Rico;US;26/07/2020 04:35;18.31586;-65.28813;14;0;0;14;Culebra, Puerto Rico, US;770.0770077;0;
Cullman;Alabama;US;26/07/2020 04:35;34.13020303;-86.86888037;932;8;0;924;Cullman, Alabama, US;1112.596696;0.858369099;
Culpeper;Virginia;US;26/07/2020 04:35;38.48199985;-77.9563087;916;12;0;904;Culpeper, Virginia, US;1741.279346;1.310043668;
Cumberland;Illinois;US;26/07/2020 04:35;39.27432424;-88.2401158;39;2;0;37;Cumberland, Illinois, US;362.2515326;5.128205128;
Cumberland;Kentucky;US;26/07/2020 04:35;36.78926125;-85.39050034;24;0;0;24;Cumberland, Kentucky, US;362.8666465;0;
Cumberland;Maine;US;26/07/2020 04:35;43.8370751;-70.37226999;2004;68;0;1936;Cumberland, Maine, US;679.3151256;3.393213573;
Cumberland;New Jersey;US;26/07/2020 04:35;39.37199394;-75.10712559;3118;154;0;2964;Cumberland, New Jersey, US;2085.24213;4.939063502;
Cumberland;North Carolina;US;26/07/2020 04:35;35.04762133;-78.82623165;2276;49;0;2227;Cumberland, North Carolina, US;678.3722642;2.152899824;
Cumberland;Pennsylvania;US;26/07/2020 04:35;40.1625372;-77.26130755;1106;70;0;1036;Cumberland, Pennsylvania, US;436.5157675;6.329113924;
Cumberland;Tennessee;US;26/07/2020 04:35;35.95271721;-84.99840585;290;6;0;284;Cumberland, Tennessee, US;479.1804362;2.068965517;
Cumberland;Virginia;US;26/07/2020 04:35;37.51328851;-78.24398086;60;0;0;60;Cumberland, Virginia, US;604.107934;0;
Cuming;Nebraska;US;26/07/2020 04:35;41.91637624;-96.78730772;47;0;0;47;Cuming, Nebraska, US;531.3135881;0;
Currituck;North Carolina;US;26/07/2020 04:35;36.36123664;-75.95876401;62;0;0;62;Currituck, North Carolina, US;223.3188056;0;
Curry;New Mexico;US;26/07/2020 04:35;34.57421077;-103.3468876;357;2;0;355;Curry, New Mexico, US;729.2560363;0.56022409;
Curry;Oregon;US;26/07/2020 04:35;42.45911325;-124.157282;13;0;0;13;Curry, Oregon, US;56.70665213;0;
Custer;Colorado;US;26/07/2020 04:35;38.10883162;-105.3683478;10;0;0;10;Custer, Colorado, US;197.3164957;0;
Custer;Idaho;US;26/07/2020 04:35;44.24186819;-114.2855494;7;0;0;7;Custer, Idaho, US;162.2247972;0;
Custer;Montana;US;26/07/2020 04:35;46.25319932;-105.5737526;47;0;0;47;Custer, Montana, US;412.2083845;0;
Custer;Nebraska;US;26/07/2020 04:35;41.39374521;-99.72805369;41;4;0;37;Custer, Nebraska, US;380.4398256;9.756097561;
Custer;Oklahoma;US;26/07/2020 04:35;35.63853802;-99.00170785;158;0;0;158;Custer, Oklahoma, US;544.7712306;0;
Custer;South Dakota;US;26/07/2020 04:35;43.67741105;-103.4534521;11;0;0;11;Custer, South Dakota, US;122.6036558;0;
Cuyahoga;Ohio;US;26/07/2020 04:35;41.424119;-81.65918339;11584;449;0;11135;Cuyahoga, Ohio, US;937.9210281;3.876035912;
Dade;Georgia;US;26/07/2020 04:35;34.8549167;-85.50490424;95;1;0;94;Dade, Georgia, US;589.4762968;1.052631579;
Dade;Missouri;US;26/07/2020 04:35;37.431814;-93.8503345;10;0;0;10;Dade, Missouri, US;132.2576379;0;
Dakota;Minnesota;US;26/07/2020 04:35;44.67172617;-93.06299363;3386;102;0;3284;Dakota, Minnesota, US;789.2387552;3.012404017;
Dakota;Nebraska;US;26/07/2020 04:35;42.39040144;-96.56656425;1887;39;0;1848;Dakota, Nebraska, US;9422.750424;2.066772655;
Dale;Alabama;US;26/07/2020 04:35;31.43037123;-85.61095742;672;16;0;656;Dale, Alabama, US;1366.631416;2.380952381;
Dallam;Texas;US;26/07/2020 04:35;36.27787176;-102.6020725;173;2;0;171;Dallam, Texas, US;2374.090847;1.156069364;
Dallas;Alabama;US;26/07/2020 04:35;32.32688101;-87.1086671;1184;19;0;1165;Dallas, Alabama, US;3183.137972;1.60472973;
Dallas;Arkansas;US;26/07/2020 04:35;33.97042763;-92.65167437;29;0;0;29;Dallas, Arkansas, US;413.7537452;0;
Dallas;Iowa;US;26/07/2020 04:35;41.68560356;-94.04127625;1650;34;0;1616;Dallas, Iowa, US;1765.5934;2.060606061;
Dallas;Missouri;US;26/07/2020 04:35;37.6811355;-93.02127031;40;1;0;39;Dallas, Missouri, US;236.9949046;2.5;
Dallas;Texas;US;26/07/2020 04:35;32.76670599;-96.7779605;46013;604;0;45409;Dallas, Texas, US;1745.882021;1.312672506;
Dane;Wisconsin;US;26/07/2020 04:35;43.06601594;-89.41733797;3781;33;0;3748;Dane, Wisconsin, US;691.6104958;0.872784978;
Daniels;Montana;US;26/07/2020 04:35;48.78420029;-105.5476343;1;0;0;1;Daniels, Montana, US;59.17159763;0;
Danville;Virginia;US;26/07/2020 04:35;36.58022376;-79.40395668;241;3;0;238;Danville, Virginia, US;601.8379782;1.244813278;
Dare;North Carolina;US;26/07/2020 04:35;35.66520691;-75.71767334;176;1;0;175;Dare, North Carolina, US;475.5599989;0.568181818;
Darke;Ohio;US;26/07/2020 04:35;40.13412966;-84.6194517;274;26;0;248;Darke, Ohio, US;536.0671453;9.489051095;
Darlington;South Carolina;US;26/07/2020 04:35;34.33358335;-79.96027485;847;26;0;821;Darlington, South Carolina, US;1271.428143;3.069657615;
Dauphin;Pennsylvania;US;26/07/2020 04:35;40.41377078;-76.77993242;2526;152;0;2374;Dauphin, Pennsylvania, US;907.6568726;6.017418844;
Davidson;North Carolina;US;26/07/2020 04:35;35.79115496;-80.21256572;1510;16;0;1494;Davidson, North Carolina, US;900.9062759;1.059602649;
Davidson;Tennessee;US;26/07/2020 04:35;36.17007426;-86.78646056;17493;186;0;17307;Davidson, Tennessee, US;2520.082288;1.063282456;
Davie;North Carolina;US;26/07/2020 04:35;35.93099927;-80.54496571;309;4;0;305;Davie, North Carolina, US;721.1875088;1.294498382;
Daviess;Indiana;US;26/07/2020 04:35;38.70186039;-87.07185406;201;18;0;183;Daviess, Indiana, US;602.6805793;8.955223881;
Daviess;Kentucky;US;26/07/2020 04:35;37.73028906;-87.0901948;633;7;0;626;Daviess, Kentucky, US;623.5777403;1.105845182;
Daviess;Missouri;US;26/07/2020 04:35;39.96145298;-93.98519678;17;0;0;17;Daviess, Missouri, US;205.3636144;0;
Davis;Iowa;US;26/07/2020 04:35;40.74773536;-92.41005468;48;1;0;47;Davis, Iowa, US;533.3333333;2.083333333;
Davis;Utah;US;26/07/2020 04:35;40.99001837;-112.1139997;2660;11;0;2649;Davis, Utah, US;748.2819054;0.413533835;
Davison;South Dakota;US;26/07/2020 04:35;43.67490933;-98.14458906;78;0;0;78;Davison, South Dakota, US;394.437421;0;
Dawes;Nebraska;US;26/07/2020 04:35;42.71985036;-103.1313774;4;0;0;4;Dawes, Nebraska, US;46.57119572;0;
Dawson;Georgia;US;26/07/2020 04:35;34.44244079;-84.16964071;229;3;0;226;Dawson, Georgia, US;877.1257852;1.310043668;
Dawson;Montana;US;26/07/2020 04:35;47.26584855;-104.8944417;10;0;0;10;Dawson, Montana, US;116.1035644;0;
Dawson;Nebraska;US;26/07/2020 04:35;40.87028216;-99.8201461;912;9;0;903;Dawson, Nebraska, US;3865.225683;0.986842105;
Dawson;Texas;US;26/07/2020 04:35;32.74255572;-101.9477242;122;1;0;121;Dawson, Texas, US;958.5166562;0.819672131;
Day;South Dakota;US;26/07/2020 04:35;45.367281;-97.60737498;21;0;0;21;Day, South Dakota, US;387.1681416;0;
De Baca;New Mexico;US;26/07/2020 04:35;34.34274529;-104.4117842;0;0;0;0;De Baca, New Mexico, US;0;;
De Soto;Louisiana;US;26/07/2020 04:35;32.05457447;-93.74130302;552;23;0;529;De Soto, Louisiana, US;2009.97706;4.166666667;
De Witt;Illinois;US;26/07/2020 04:35;40.17514519;-88.90959682;24;0;0;24;De Witt, Illinois, US;153.472311;0;
DeKalb;Alabama;US;26/07/2020 04:35;34.45946862;-85.80782906;1469;9;0;1460;DeKalb, Alabama, US;2054.171969;0.612661675;
DeKalb;Georgia;US;26/07/2020 04:35;33.76944049;-84.22396017;11025;206;0;10819;DeKalb, Georgia, US;1452.000996;1.868480726;
DeKalb;Illinois;US;26/07/2020 04:35;41.89373302;-88.76958483;771;24;0;747;DeKalb, Illinois, US;735.0067209;3.112840467;
DeKalb;Indiana;US;26/07/2020 04:35;41.39804622;-84.99906934;196;4;0;192;DeKalb, Indiana, US;450.8338125;2.040816327;
DeKalb;Missouri;US;26/07/2020 04:35;39.89201062;-94.40476508;27;1;0;26;DeKalb, Missouri, US;215.1908823;3.703703704;
DeKalb;Tennessee;US;26/07/2020 04:35;35.97616272;-85.83689361;198;1;0;197;DeKalb, Tennessee, US;966.3250366;0.505050505;
DeSoto;Florida;US;26/07/2020 04:35;27.18677893;-81.80941373;1164;14;0;1150;DeSoto, Florida, US;3063.077287;1.202749141;
DeWitt;Texas;US;26/07/2020 04:35;29.08101855;-97.3568117;501;14;0;487;DeWitt, Texas, US;2485.119048;2.794411178;
Deaf Smith;Texas;US;26/07/2020 04:35;34.96522957;-102.6054267;510;19;0;491;Deaf Smith, Texas, US;2749.91912;3.725490196;
Dearborn;Indiana;US;26/07/2020 04:35;39.14647946;-84.97333539;391;27;0;364;Dearborn, Indiana, US;790.5697764;6.905370844;
Decatur;Georgia;US;26/07/2020 04:35;30.87967778;-84.57619536;496;8;0;488;Decatur, Georgia, US;1878.503257;1.612903226;
Decatur;Indiana;US;26/07/2020 04:35;39.30712658;-85.50087166;274;32;0;242;Decatur, Indiana, US;1031.665349;11.67883212;
Decatur;Iowa;US;26/07/2020 04:35;40.73742757;-93.78645949;17;0;0;17;Decatur, Iowa, US;216.0101652;0;
Decatur;Kansas;US;26/07/2020 04:35;39.78468441;-100.4594081;5;0;0;5;Decatur, Kansas, US;176.8659356;0;
Decatur;Tennessee;US;26/07/2020 04:35;35.60048904;-88.11043779;89;0;0;89;Decatur, Tennessee, US;763.0969733;0;
Deer Lodge;Montana;US;26/07/2020 04:35;46.05953325;-113.073353;14;0;0;14;Deer Lodge, Montana, US;153.1728665;0;
Defiance;Ohio;US;26/07/2020 04:35;41.32398837;-84.49076944;106;4;0;102;Defiance, Ohio, US;278.3101846;3.773584906;
Del Norte;California;US;26/07/2020 04:35;41.74228275;-123.8974063;87;0;0;87;Del Norte, California, US;312.8146124;0;CA
Delaware;Indiana;US;26/07/2020 04:35;40.22787247;-85.39732772;548;52;0;496;Delaware, Indiana, US;480.1331756;9.489051095;
Delaware;Iowa;US;26/07/2020 04:35;42.47104597;-91.3664492;75;1;0;74;Delaware, Iowa, US;440.8911881;1.333333333;
Delaware;New York;US;26/07/2020 04:35;42.19837623;-74.96709306;98;4;0;94;Delaware, New York, US;222.0459952;4.081632653;
Delaware;Ohio;US;26/07/2020 04:35;40.27942393;-83.00457058;1048;17;0;1031;Delaware, Ohio, US;501.0111054;1.622137405;
Delaware;Oklahoma;US;26/07/2020 04:35;36.40823634;-94.80325046;351;19;0;332;Delaware, Oklahoma, US;816.1082564;5.413105413;
Delaware;Pennsylvania;US;26/07/2020 04:35;39.91680171;-75.40243663;8250;681;0;7569;Delaware, Pennsylvania, US;1455.675989;8.254545455;
Delta;Colorado;US;26/07/2020 04:35;38.86246243;-107.8631342;98;1;0;97;Delta, Colorado, US;314.4855914;1.020408163;
Delta;Michigan;US;26/07/2020 04:35;45.9048491;-86.9080745;58;3;0;55;Delta, Michigan, US;162.0836128;5.172413793;
Delta;Texas;US;26/07/2020 04:35;33.38570922;-95.66921122;12;0;0;12;Delta, Texas, US;225.0984806;0;
Denali;Alaska;US;26/07/2020 04:35;63.67264044;-150.0076108;1;0;0;1;Denali, Alaska, US;47.68717215;0;
Dent;Missouri;US;26/07/2020 04:35;37.60663134;-91.50790473;9;0;0;9;Dent, Missouri, US;57.79233288;0;
Denton;Texas;US;26/07/2020 04:35;33.20521901;-97.11691153;5915;47;0;5868;Denton, Texas, US;666.6989778;0.794590025;
Denver;Colorado;US;26/07/2020 04:35;39.76018276;-104.8725695;9101;405;0;8696;Denver, Colorado, US;1251.493721;4.450060433;
Des Moines;Iowa;US;26/07/2020 04:35;40.92012606;-91.18326592;127;2;0;125;Des Moines, Iowa, US;325.9168014;1.57480315;
Deschutes;Oregon;US;26/07/2020 04:35;43.91570171;-121.2289121;419;3;0;416;Deschutes, Oregon, US;211.9458552;0.715990453;
Desha;Arkansas;US;26/07/2020 04:35;33.83011025;-91.25500948;125;1;0;124;Desha, Arkansas, US;1100.255259;0.8;
Deuel;Nebraska;US;26/07/2020 04:35;41.11168186;-102.3333331;1;0;0;1;Deuel, Nebraska, US;55.74136009;0;
Deuel;South Dakota;US;26/07/2020 04:35;44.75994309;-96.66943645;7;0;0;7;Deuel, South Dakota, US;160.8825557;0;
Dewey;Oklahoma;US;26/07/2020 04:35;35.98772922;-99.00730714;4;0;0;4;Dewey, Oklahoma, US;81.78286649;0;
Dewey;South Dakota;US;26/07/2020 04:35;45.15639647;-100.8709139;53;0;0;53;Dewey, South Dakota, US;899.5247794;0;
Dickens;Texas;US;26/07/2020 04:35;33.61616822;-100.7788855;4;0;0;4;Dickens, Texas, US;180.9136137;0;
Dickenson;Virginia;US;26/07/2020 04:35;37.12560977;-82.35124171;12;0;0;12;Dickenson, Virginia, US;83.81058807;0;
Dickey;North Dakota;US;26/07/2020 04:35;46.11017712;-98.5049008;8;0;0;8;Dickey, North Dakota, US;164.2036125;0;
Dickinson;Iowa;US;26/07/2020 04:35;43.37787725;-95.1510206;355;4;0;351;Dickinson, Iowa, US;2057.017036;1.126760563;
Dickinson;Kansas;US;26/07/2020 04:35;38.86600962;-97.15532383;35;1;0;34;Dickinson, Kansas, US;189.5375284;2.857142857;
Dickinson;Michigan;US;26/07/2020 04:35;46.00999672;-87.86961634;40;2;0;38;Dickinson, Michigan, US;158.4848845;5;
Dickson;Tennessee;US;26/07/2020 04:35;36.14669837;-87.35891709;471;0;0;471;Dickson, Tennessee, US;873.0629495;0;
Dillon;South Carolina;US;26/07/2020 04:35;34.39007791;-79.37741872;486;21;0;465;Dillon, South Carolina, US;1594.540503;4.320987654;
Dimmit;Texas;US;26/07/2020 04:35;28.42270064;-99.75645095;87;0;0;87;Dimmit, Texas, US;859.3441328;0;
Dinwiddie;Virginia;US;26/07/2020 04:35;37.07544585;-77.63451754;175;2;0;173;Dinwiddie, Virginia, US;613.088565;1.142857143;
District of Columbia;District of Columbia;US;26/07/2020 04:35;38.90417773;-77.01655992;11717;581;0;11136;District of Columbia, District of Columbia, US;1660.221977;4.958607152;
Divide;North Dakota;US;26/07/2020 04:35;48.8149387;-103.4873611;1;0;0;1;Divide, North Dakota, US;44.16961131;0;
Dixie;Florida;US;26/07/2020 04:35;29.60631086;-83.15724673;225;4;0;221;Dixie, Florida, US;1337.216213;1.777777778;
Dixon;Nebraska;US;26/07/2020 04:35;42.49188363;-96.86782408;56;2;0;54;Dixon, Nebraska, US;993.6124911;3.571428571;
Dodge;Georgia;US;26/07/2020 04:35;32.17265114;-83.16948926;195;2;0;193;Dodge, Georgia, US;946.3722397;1.025641026;
Dodge;Minnesota;US;26/07/2020 04:35;44.02238415;-92.86244324;118;0;0;118;Dodge, Minnesota, US;563.676316;0;
Dodge;Nebraska;US;26/07/2020 04:35;41.58071748;-96.65598179;737;8;0;729;Dodge, Nebraska, US;2015.588678;1.085481682;
Dodge;Wisconsin;US;26/07/2020 04:35;43.41576662;-88.70928178;609;5;0;604;Dodge, Wisconsin, US;693.3139038;0.821018062;
Dolores;Colorado;US;26/07/2020 04:35;37.75208676;-108.5211585;1;0;0;1;Dolores, Colorado, US;48.66180049;0;
Dona Ana;New Mexico;US;26/07/2020 04:35;32.35275771;-106.8329387;1968;16;0;1952;Dona Ana, New Mexico, US;901.9455075;0.81300813;
Doniphan;Kansas;US;26/07/2020 04:35;39.79067154;-95.14056866;43;0;0;43;Doniphan, Kansas, US;565.7894737;0;
Donley;Texas;US;26/07/2020 04:35;34.96517499;-100.8140093;38;0;0;38;Donley, Texas, US;1159.243441;0;
Dooly;Georgia;US;26/07/2020 04:35;32.15630737;-83.79746561;230;14;0;216;Dooly, Georgia, US;1717.699776;6.086956522;
Door;Wisconsin;US;26/07/2020 04:35;44.95856458;-87.30002707;82;3;0;79;Door, Wisconsin, US;296.3712592;3.658536585;
Dorado;Puerto Rico;US;26/07/2020 04:35;18.436115;-66.278669;203;0;0;203;Dorado, Puerto Rico, US;531.9009564;0;
Dorchester;Maryland;US;26/07/2020 04:35;38.45413522;-76.02752426;305;5;0;300;Dorchester, Maryland, US;955.2444486;1.639344262;
Dorchester;South Carolina;US;26/07/2020 04:35;33.0794369;-80.40502652;2417;32;0;2385;Dorchester, South Carolina, US;1484.561664;1.323955317;
Dougherty;Georgia;US;26/07/2020 04:35;31.53328528;-84.21722377;2451;162;0;2289;Dougherty, Georgia, US;2786.620583;6.609547124;
Douglas;Colorado;US;26/07/2020 04:35;39.33133796;-104.930001;1494;56;0;1438;Douglas, Colorado, US;425.4543591;3.74832664;
Douglas;Georgia;US;26/07/2020 04:35;33.70291126;-84.77026156;2027;46;0;1981;Douglas, Georgia, US;1385.102123;2.269363592;
Douglas;Illinois;US;26/07/2020 04:35;39.76768052;-88.21854195;92;1;0;91;Douglas, Illinois, US;472.6432058;1.086956522;
Douglas;Kansas;US;26/07/2020 04:35;38.88503636;-95.2925121;588;2;0;586;Douglas, Kansas, US;480.946188;0.340136054;
Douglas;Minnesota;US;26/07/2020 04:35;45.93348491;-95.45335469;113;0;0;113;Douglas, Minnesota, US;296.2691067;0;
Douglas;Missouri;US;26/07/2020 04:35;36.9325593;-92.49905109;43;1;0;42;Douglas, Missouri, US;326.128176;2.325581395;
Douglas;Nebraska;US;26/07/2020 04:35;41.29518299;-96.15085305;9465;120;0;9345;Douglas, Nebraska, US;1656.669473;1.267828843;
Douglas;Nevada;US;26/07/2020 04:35;38.912862;-119.6171333;126;0;0;126;Douglas, Nevada, US;257.6423679;0;
Douglas;Oregon;US;26/07/2020 04:35;43.27941273;-123.167291;111;1;0;110;Douglas, Oregon, US;100.0180213;0.900900901;
Douglas;South Dakota;US;26/07/2020 04:35;43.38520741;-98.36978007;16;0;0;16;Douglas, South Dakota, US;547.7576173;0;
Douglas;Washington;US;26/07/2020 04:35;47.7361335;-119.692937;618;6;0;612;Douglas, Washington, US;1423.012273;0.970873786;
Douglas;Wisconsin;US;26/07/2020 04:35;46.43222285;-91.91595768;89;0;0;89;Douglas, Wisconsin, US;206.2572422;0;
Drew;Arkansas;US;26/07/2020 04:35;33.59035001;-91.71777921;129;2;0;127;Drew, Arkansas, US;708.0520336;1.550387597;
DuPage;Illinois;US;26/07/2020 04:35;41.85116968;-88.08642662;10771;507;0;10264;DuPage, Illinois, US;1167.055468;4.707083836;
Dubois;Indiana;US;26/07/2020 04:35;38.36597551;-86.8792417;531;10;0;521;Dubois, Indiana, US;1242.512168;1.883239171;
Dubuque;Iowa;US;26/07/2020 04:35;42.46815349;-90.88181925;1340;26;0;1314;Dubuque, Iowa, US;1377.028291;1.940298507;
Dukes and Nantucket;Massachusetts;US;26/07/2020 04:35;41.40674725;-70.68763497;94;1;0;93;Dukes and Nantucket, Massachusetts, US;327.1727402;1.063829787;
Dundy;Nebraska;US;26/07/2020 04:35;40.17638677;-101.6876522;0;0;0;0;Dundy, Nebraska, US;0;;
Dunklin;Missouri;US;26/07/2020 04:35;36.27167174;-90.09122243;194;3;0;191;Dunklin, Missouri, US;665.9572277;1.546391753;
Dunn;North Dakota;US;26/07/2020 04:35;47.35423935;-102.6160468;26;0;0;26;Dunn, North Dakota, US;587.7034358;0;
Dunn;Wisconsin;US;26/07/2020 04:35;44.94562799;-91.8962481;85;0;0;85;Dunn, Wisconsin, US;187.3567272;0;
Duplin;North Carolina;US;26/07/2020 04:35;34.93449805;-77.93140529;1859;40;0;1819;Duplin, North Carolina, US;3164.74013;2.151694459;
Durham;North Carolina;US;26/07/2020 04:35;36.03638492;-78.87608331;5436;76;0;5360;Durham, North Carolina, US;1690.887374;1.398086829;
Dutchess;New York;US;26/07/2020 04:35;41.7648606;-73.74356679;4412;153;0;4259;Dutchess, New York, US;1499.568347;3.46781505;
Duval;Florida;US;26/07/2020 04:35;30.33225875;-81.66976468;19288;138;0;19150;Duval, Florida, US;2013.8762;0.715470759;
Duval;Texas;US;26/07/2020 04:35;27.68184592;-98.50864568;119;0;0;119;Duval, Texas, US;1066.594963;0;
Dyer;Tennessee;US;26/07/2020 04:35;36.05931946;-89.41542855;424;5;0;419;Dyer, Tennessee, US;1141.042547;1.179245283;
Eagle;Colorado;US;26/07/2020 04:35;39.62754308;-106.6933637;944;9;0;935;Eagle, Colorado, US;1712.409527;0.953389831;
Early;Georgia;US;26/07/2020 04:35;31.32155345;-84.90255207;326;31;0;295;Early, Georgia, US;3199.214917;9.509202454;
East Baton Rouge;Louisiana;US;26/07/2020 04:35;30.53842039;-91.09777565;9393;306;0;9087;East Baton Rouge, Louisiana, US;2134.486512;3.257745129;
East Carroll;Louisiana;US;26/07/2020 04:35;32.73926954;-91.23425694;483;1;0;482;East Carroll, Louisiana, US;7039.790118;0.207039337;
East Feliciana;Louisiana;US;26/07/2020 04:35;30.84425359;-91.04976723;442;35;0;407;East Feliciana, Louisiana, US;2309.903319;7.918552036;
Eastland;Texas;US;26/07/2020 04:35;32.32743996;-98.83243566;39;0;0;39;Eastland, Texas, US;212.4183007;0;
Eaton;Michigan;US;26/07/2020 04:35;42.59599185;-84.83740035;405;7;0;398;Eaton, Michigan, US;367.2869736;1.728395062;
Eau Claire;Wisconsin;US;26/07/2020 04:35;44.726614;-91.28609183;433;3;0;430;Eau Claire, Wisconsin, US;413.7759685;0.692840647;
Echols;Georgia;US;26/07/2020 04:35;30.71101099;-82.89687287;217;0;0;217;Echols, Georgia, US;5416.874688;0;
Ector;Texas;US;26/07/2020 04:35;31.86898877;-102.5429428;2819;35;0;2784;Ector, Texas, US;1695.914524;1.241575027;
Eddy;New Mexico;US;26/07/2020 04:35;32.47167456;-104.3053527;217;2;0;215;Eddy, New Mexico, US;371.1939788;0.921658986;
Eddy;North Dakota;US;26/07/2020 04:35;47.71701474;-98.90432337;8;0;0;8;Eddy, North Dakota, US;349.8032357;0;
Edgar;Illinois;US;26/07/2020 04:35;39.6809186;-87.74759563;24;0;0;24;Edgar, Illinois, US;139.85199;0;
Edgecombe;North Carolina;US;26/07/2020 04:35;35.91230639;-77.59436892;503;10;0;493;Edgecombe, North Carolina, US;977.2303388;1.988071571;
Edgefield;South Carolina;US;26/07/2020 04:35;33.77221995;-81.96231108;218;6;0;212;Edgefield, South Carolina, US;799.7065297;2.752293578;
Edmonson;Kentucky;US;26/07/2020 04:35;37.21218923;-86.23955613;87;12;0;75;Edmonson, Kentucky, US;716.0493827;13.79310345;
Edmunds;South Dakota;US;26/07/2020 04:35;45.41846445;-99.21545423;10;0;0;10;Edmunds, South Dakota, US;261.164795;0;
Edwards;Illinois;US;26/07/2020 04:35;38.41353228;-88.05720863;6;0;0;6;Edwards, Illinois, US;93.82329945;0;
Edwards;Kansas;US;26/07/2020 04:35;37.88735543;-99.31263309;9;0;0;9;Edwards, Kansas, US;321.6583274;0;
Edwards;Texas;US;26/07/2020 04:35;29.98202582;-100.304252;22;0;0;22;Edwards, Texas, US;1138.716356;0;
Effingham;Georgia;US;26/07/2020 04:35;32.36616021;-81.34280942;524;1;0;523;Effingham, Georgia, US;814.9807142;0.190839695;
Effingham;Illinois;US;26/07/2020 04:35;39.05935711;-88.58969584;59;1;0;58;Effingham, Illinois, US;173.4885909;1.694915254;
El Dorado;California;US;26/07/2020 04:35;38.77965956;-120.5233166;513;1;0;512;El Dorado, California, US;266.0195081;0.194931774;CA
El Paso;Colorado;US;26/07/2020 04:35;38.83240149;-104.5251411;4033;125;0;3908;El Paso, Colorado, US;559.8255421;3.099429705;
El Paso;Texas;US;26/07/2020 04:35;31.76980765;-106.2363275;12971;221;0;12750;El Paso, Texas, US;1545.568718;1.703800786;
Elbert;Colorado;US;26/07/2020 04:35;39.28656773;-104.1358721;77;2;0;75;Elbert, Colorado, US;288.0766209;2.597402597;
Elbert;Georgia;US;26/07/2020 04:35;34.11302332;-82.83936148;279;1;0;278;Elbert, Georgia, US;1453.579244;0.358422939;
Elk;Kansas;US;26/07/2020 04:35;37.45338105;-96.24369667;1;0;0;1;Elk, Kansas, US;39.5256917;0;
Elk;Pennsylvania;US;26/07/2020 04:35;41.42822061;-78.64524744;39;2;0;37;Elk, Pennsylvania, US;130.3911735;5.128205128;
Elkhart;Indiana;US;26/07/2020 04:35;41.59761169;-85.85875695;4308;70;0;4238;Elkhart, Indiana, US;2087.806107;1.624883937;
Elko;Nevada;US;26/07/2020 04:35;41.14531606;-115.3577619;386;2;0;384;Elko, Nevada, US;731.3653416;0.518134715;
Elliott;Kentucky;US;26/07/2020 04:35;38.11624059;-83.09771563;7;0;0;7;Elliott, Kentucky, US;93.12225622;0;
Ellis;Kansas;US;26/07/2020 04:35;38.91458712;-99.31751551;105;0;0;105;Ellis, Kansas, US;367.7371905;0;
Ellis;Oklahoma;US;26/07/2020 04:35;36.2180194;-99.75324573;4;0;0;4;Ellis, Oklahoma, US;103.6537963;0;
Ellis;Texas;US;26/07/2020 04:35;32.34894117;-96.79371841;2268;21;0;2247;Ellis, Texas, US;1227.100083;0.925925926;
Ellsworth;Kansas;US;26/07/2020 04:35;38.69677695;-98.20462799;15;0;0;15;Ellsworth, Kansas, US;245.8210423;0;
Elmore;Alabama;US;26/07/2020 04:35;32.59785413;-86.14415284;1430;34;0;1396;Elmore, Alabama, US;1760.888571;2.377622378;
Elmore;Idaho;US;26/07/2020 04:35;43.3507101;-115.4701578;136;2;0;134;Elmore, Idaho, US;494.3477155;1.470588235;
Emanuel;Georgia;US;26/07/2020 04:35;32.59221302;-82.30239915;324;4;0;320;Emanuel, Georgia, US;1430.716241;1.234567901;
